capitulo;grupo;codigo;tipo;descricao
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X801;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X802;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X803;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X804;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X805;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X806;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X807;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X808;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X809;subcategoria;Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X81;categoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X810;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X811;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X812;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X813;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X814;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X815;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X816;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X817;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X818;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X819;subcategoria;Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X82;categoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X820;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X821;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X822;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X823;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X824;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X825;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X826;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X827;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X828;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X829;subcategoria;Lesão autoprovocada intencionalmente por impacto de um veículo a motor - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X83;categoria;Lesão autoprovocada intencionalmente por outros meios especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X830;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X831;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X832;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X833;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X834;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X835;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X836;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X837;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X838;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X839;subcategoria;Lesão autoprovocada intencionalmente por outros meios especificados - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X84;categoria;Lesão autoprovocada intencionalmente por meios não especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X840;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X841;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X842;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X843;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X844;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X845;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X846;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X847;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X848;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Lesões autoprovocadas intencionalmente;X849;subcategoria;Lesão autoprovocada intencionalmente por meios não especificados - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X85;categoria;Agressão por meio de drogas, medicamentos e substâncias biológicas
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X850;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X851;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X852;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X853;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X854;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X855;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X856;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X857;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X858;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X859;subcategoria;Agressão por meio de drogas, medicamentos e substâncias biológicas - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X86;categoria;Agressão por meio de substâncias corrosivas
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X860;subcategoria;Agressão por meio de substâncias corrosivas - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X861;subcategoria;Agressão por meio de substâncias corrosivas - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X862;subcategoria;Agressão por meio de substâncias corrosivas - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X863;subcategoria;Agressão por meio de substâncias corrosivas - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X864;subcategoria;Agressão por meio de substâncias corrosivas - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X865;subcategoria;Agressão por meio de substâncias corrosivas - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X866;subcategoria;Agressão por meio de substâncias corrosivas - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X867;subcategoria;Agressão por meio de substâncias corrosivas - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X868;subcategoria;Agressão por meio de substâncias corrosivas - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X869;subcategoria;Agressão por meio de substâncias corrosivas - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X87;categoria;Agressão por pesticidas
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X870;subcategoria;Agressão por pesticidas - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X871;subcategoria;Agressão por pesticidas - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X872;subcategoria;Agressão por pesticidas - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X873;subcategoria;Agressão por pesticidas - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X874;subcategoria;Agressão por pesticidas - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X875;subcategoria;Agressão por pesticidas - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X876;subcategoria;Agressão por pesticidas - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X877;subcategoria;Agressão por pesticidas - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X878;subcategoria;Agressão por pesticidas - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X879;subcategoria;Agressão por pesticidas - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X88;categoria;Agressão por meio de gases e vapores
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X880;subcategoria;Agressão por meio de gases e vapores - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X881;subcategoria;Agressão por meio de gases e vapores - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X882;subcategoria;Agressão por meio de gases e vapores - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X883;subcategoria;Agressão por meio de gases e vapores - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X884;subcategoria;Agressão por meio de gases e vapores - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X885;subcategoria;Agressão por meio de gases e vapores - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X886;subcategoria;Agressão por meio de gases e vapores - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X887;subcategoria;Agressão por meio de gases e vapores - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X888;subcategoria;Agressão por meio de gases e vapores - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X889;subcategoria;Agressão por meio de gases e vapores - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X89;categoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X890;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X891;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X892;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X893;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X894;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X895;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X896;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X897;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X898;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X899;subcategoria;Agressão por meio de outros produtos químicos e substâncias nocivas especificados - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X90;categoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X900;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X901;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X902;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X903;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X904;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X905;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X906;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X907;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X908;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X909;subcategoria;Agressão por meio de produtos químicos e substâncias nocivas não especificados - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X91;categoria;Agressão por meio de enforcamento, estrangulamento e sufocação
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X910;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X911;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X912;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X913;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X914;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X915;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X916;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X917;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X918;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X919;subcategoria;Agressão por meio de enforcamento, estrangulamento e sufocação - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X92;categoria;Agressão por meio de afogamento e submersão
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X920;subcategoria;Agressão por meio de afogamento e submersão - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X921;subcategoria;Agressão por meio de afogamento e submersão - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X922;subcategoria;Agressão por meio de afogamento e submersão - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X923;subcategoria;Agressão por meio de afogamento e submersão - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X924;subcategoria;Agressão por meio de afogamento e submersão - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X925;subcategoria;Agressão por meio de afogamento e submersão - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X926;subcategoria;Agressão por meio de afogamento e submersão - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X927;subcategoria;Agressão por meio de afogamento e submersão - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X928;subcategoria;Agressão por meio de afogamento e submersão - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X929;subcategoria;Agressão por meio de afogamento e submersão - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X93;categoria;Agressão por meio de disparo de arma de fogo de mão
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X930;subcategoria;Agressão por meio de disparo de arma de fogo de mão - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X931;subcategoria;Agressão por meio de disparo de arma de fogo de mão - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X932;subcategoria;Agressão por meio de disparo de arma de fogo de mão - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X933;subcategoria;Agressão por meio de disparo de arma de fogo de mão - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X934;subcategoria;Agressão por meio de disparo de arma de fogo de mão - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X935;subcategoria;Agressão por meio de disparo de arma de fogo de mão - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X936;subcategoria;Agressão por meio de disparo de arma de fogo de mão - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X937;subcategoria;Agressão por meio de disparo de arma de fogo de mão - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X938;subcategoria;Agressão por meio de disparo de arma de fogo de mão - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X939;subcategoria;Agressão por meio de disparo de arma de fogo de mão - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X94;categoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X940;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X941;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X942;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X943;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X944;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X945;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X946;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X947;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X948;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X949;subcategoria;Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X95;categoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X950;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X951;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X952;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X953;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X954;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X955;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X956;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X957;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X958;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X959;subcategoria;Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X96;categoria;Agressão por meio de material explosivo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X960;subcategoria;Agressão por meio de material explosivo - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X961;subcategoria;Agressão por meio de material explosivo - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X962;subcategoria;Agressão por meio de material explosivo - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X963;subcategoria;Agressão por meio de material explosivo - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X964;subcategoria;Agressão por meio de material explosivo - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X965;subcategoria;Agressão por meio de material explosivo - áreas de comércio e de serviços
